,Unnamed: 0,INCOME,IDPERSON,ID13,ID11
3141,51977,144300.0,90309060103,2,2
3142,59403,36000.0,92904090203,2,2
3143,195369,107880.0,321201110104,3,1
3144,72540,246400.0,100206090101,4,1
3145,176225,106700.0,291104080104,3,1
3146,86448,184220.0,180607100907,2,2
3147,155657,614000.0,272323080104,3,1
3148,135172,25930.0,234202112101,3,1
3149,124113,19900.0,231001072202,3,1
3150,138689,12000.0,240802073102,2,1
3151,89232,204170.0,190101011103,2,1
3152,152504,123000.0,271807060104,2,2
3153,195944,300000.0,321303090102,3,1
3154,83795,80505.0,160202150904,5,3
3155,53394,16000.0,90409100105,2,2
3156,88496,28300.0,181706200102,3,1
3157,187117,77800.0,292603140301,3,1
3158,91145,78250.0,190603061104,2,2
3159,77921,84000.0,102708170104,2,2
3160,161544,647000.0,273402040104,2,1
3161,195238,104800.0,321115051104,6,1
3162,187866,125900.0,292637121104,4,1
3163,46546,78200.0,82401071101,4,1
3164,114481,22240.0,220103050103,5,1
